customer_id,signup_date,region,acquisition_channel,age_group,preferred_payment_type,customer_segment,device_type,email_opt_in,churned_flag,total_orders,first_purchase_value,is_returning_flag,true_clv
CUST03427,2022-06-10,West,referral,18-25,wallet,Bronze,mobile,False,True,0,709.47,False,15741.01
CUST03428,2023-08-26,Central,organic,26-35,card,Bronze,mobile,False,False,1,571.21,False,19054.12
CUST03429,2023-05-05,Central,organic,46-60,card,Bronze,desktop,True,True,1,803.01,False,14518.93
CUST03430,2021-11-26,South,referral,46-60,wallet,Gold,desktop,False,True,3,2277.15,True,23845.17
CUST03431,2021-10-01,South,organic,18-25,UPI,Platinum,tablet,True,False,9,1110.15,True,26287.71
CUST03432,2023-04-24,Central,organic,46-60,netbanking,Bronze,desktop,True,False,4,661.12,True,22757.02
CUST03433,2021-08-16,Central,paid_ads,46-60,card,Bronze,desktop,False,True,5,1641.55,True,23808.98
CUST03434,2022-01-04,East,paid_ads,46-60,netbanking,Bronze,mobile,False,True,1,1849.72,False,12232.64
CUST03435,2021-09-15,East,email,46-60,card,Silver,mobile,True,False,6,391.1,True,26241.5
CUST03436,2022-10-26,North,paid_ads,60+,card,Silver,mobile,True,True,3,704.3,True,17224.89
CUST03437,2021-11-19,Central,paid_ads,18-25,COD, Platinum,mobile,True,True,6,2122.57,True,24635.0
CUST03438,2022-12-23,West,social,26-35,UPI,Silver,desktop,False,False,7,910.25,True,22401.87
CUST03439,2023-10-21,South,social,60+,card,Silver,mobile,False,True,9,388.66,True,21056.44
CUST03440,2023-06-28,Central,paid_ads,26-35,UPI,Gold,desktop,False,False,5,476.38,True,22238.16
CUST03441,2023-11-05,West,referral,36-45,UPI,Bronze,tablet,True,True,7,487.18,True,19761.07
CUST03442,2021-01-27,Northeast,referral,26-35,netbanking,Gold,mobile,False,False,6,805.72,True,25882.42
CUST03443,2022-05-14,East,paid_ads,,wallet,Silver,mobile,False,True,2,1659.81,True,17627.98
CUST03444,2021-08-30,East,organic,60+,wallet,Gold,mobile,False,True,10,301.35,True,25616.49
CUST03445,2023-10-03,Northeast,social,26-35,UPI,Platinum,desktop,True,False,3,649.45,True,21864.0
CUST03446,2023-02-19,Northeast,organic,36-45,card,Silver,mobile,True,False,4,1217.69,True,18273.39
CUST03447,2021-12-17,Northeast,paid_ads,26-35,COD,Gold,mobile,False,False,5,1413.29,True,20548.37
CUST03448,2022-09-10,Central,referral,60+,card,Platinum,mobile,True,False,4,959.9,True,26297.31
CUST03449,2022-10-25,East,organic,26-35,card,Gold,mobile,True,False,6,1424.93,True,24114.9
CUST03450,2022-06-27,South,organic,46-60,UPI,SILVER,mobile,False,False,1,234.2,False,19200.39
CUST03451,2022-06-04,East,paid_ads,,wallet,Bronze,mobile,True,True,6,879.85,True,21843.6
CUST03452,2021-03-02,Northeast,social,46-60,UPI,Silver,mobile,False,True,3,2410.32,True,20375.06
CUST03453,2022-05-11,South,social,26-35,UPI,Gold,mobile,False,False,5,405.85,True,25255.85
CUST03454,2022-01-17,Central,paid_ads,46-60,netbanking,Bronze,mobile,False,True,4,928.51,True,21296.51
CUST03455,2023-06-15,Northeast,paid_ads,36-45,card,Gold,desktop,False,False,3,1002.55,False,18657.24
CUST03456,2023-08-06,Northeast,email,18-25,card,Silver,mobile,False,True,4,1198.83,True,19575.57
CUST03457,2023-04-02,Northeast,referral,26-35,card,gold ,mobile,False,True,1,708.77,False,21959.19
CUST03458,2021-02-03,West,social,36-45,UPI,Silver,desktop,True,True,8,1119.44,True,19539.37
CUST03459,2023-07-11,East,organic,36-45,wallet,Bronze,mobile,False,True,1,615.1,False,18533.04
CUST03460,2022-03-11,Northeast,organic,26-35,UPI,Platinum,mobile,True,True,5,529.34,True,24724.77
CUST03461,2022-04-01,South,paid_ads,18-25,UPI,Silver,mobile,True,False,3,1128.13,True,13000.08
CUST03462,2023-11-01,South,social,46-60,UPI,Silver,mobile,False,True,1,441.46,False,13772.73
CUST03463,2023-08-08,Northeast,email,36-45,UPI,PLATINUM,tablet,False,True,11,1759.68,True,24210.48
CUST03464,2021-02-25,West,organic,36-45,card,Silver,desktop,True,True,4,1989.97,True,26627.68
CUST03465,2022-01-30,East,social,26-35,card,Bronze,mobile,True,False,1,754.05,False,15645.88
CUST03466,2023-04-01,North,social,26-35,card,Bronze,mobile,True,False,7,592.13,True,22116.48
CUST03467,2022-08-14,East,social,26-35,card,Silver,mobile,True,False,6,696.88,True,25941.04
CUST03468,2021-10-10,Northeast,paid_ads,18-25,card,Gold,mobile,True,True,3,1461.76,True,20075.09
CUST03469,2022-07-29,West,organic,46-60,card,Silver,mobile,True,True,9,2450.18,True,25659.98
CUST03470,2023-08-07,East,email,26-35,UPI,Silver,mobile,True,True,6,436.53,True,20420.97
CUST03471,2021-09-02,West,paid_ads,26-35,UPI,Silver,desktop,True,True,7,807.42,True,24969.34
CUST03472,2023-03-28,Central,organic,26-35,card,Bronze,mobile,False,False,9,2120.98,True,25670.39
CUST03473,2023-03-16,Central,organic,26-35,card,Silver,mobile,False,False,1,1128.69,False,21216.25
CUST03474,2023-08-28,East,referral,36-45,card,Gold,mobile,True,False,7,1260.69,True,21551.38
CUST03475,2021-11-23,West,organic,36-45,wallet,Bronze,mobile,False,True,8,742.11,True,20303.92
CUST03476,2021-08-25,South,referral,46-60,UPI,Silver,mobile,True,False,1,1520.01,False,21721.25
CUST03477,2022-08-23,East,email,18-25,wallet,Silver,mobile,True,False,2,1282.6,True,21206.28
CUST03478,2022-08-05,South,paid_ads,46-60,UPI,Gold,mobile,True,True,7,2242.76,True,27854.36
CUST03479,2022-03-25,East,email,,card,Gold,mobile,False,False,4,1073.61,True,21283.88
CUST03480,2023-05-04,West,email,60+,COD,Gold,mobile,False,False,9,733.51,True,23684.14
CUST03481,2023-05-25,South,social,18-25,card,Gold,desktop,False,False,4,1026.39,True,20409.24
CUST03482,2021-09-27,South,referral,26-35,UPI,Silver,mobile,True,True,6,454.83,True,25276.85
CUST03483,2023-05-22,North,email,46-60,UPI,Bronze,mobile,False,True,1,564.38,False,12929.2
CUST03484,2021-09-10,North,referral,36-45,wallet,Gold,mobile,True,True,12,664.98,True,29300.3
CUST03485,2022-03-23,West,organic,18-25,UPI,Gold,mobile,True,True,8,2352.41,True,21390.29
CUST03486,2021-01-30,South,email,46-60,COD,Bronze,mobile,False,False,1,2248.13,False,15638.42
CUST03487,2022-01-08,North,paid_ads,46-60,UPI,Gold,desktop,True,True,5,880.62,True,23430.08
CUST03488,2023-11-16,Northeast,email,36-45,COD,Gold,mobile,False,True,4,787.62,True,19633.04
CUST03489,2022-04-30,South,paid_ads,26-35,card,Silver,mobile,True,True,11,600.42,True,27811.14
CUST03490,2023-02-17,Central,paid_ads,36-45,UPI,Gold,mobile,True,False,5,2284.53,True,26826.94
CUST03491,2021-04-29,West,social,36-45,card,Gold,mobile,False,True,5,1132.32,True,24176.11
CUST03492,2022-11-27,West,referral,26-35,UPI,Bronze,tablet,True,False,11,327.66,True,29399.35
CUST03493,2022-02-11,West,paid_ads,36-45,UPI,bronze ,mobile,True,True,8,1048.43,True,22333.05
CUST03494,2023-03-26,South,social,26-35,wallet,Bronze,mobile,True,True,1,384.06,False,16712.91
CUST03495,2023-10-14,Central,referral,18-25,wallet,Platinum,desktop,False,False,8,580.09,True,22928.39
CUST03496,2022-08-06,Central,organic,46-60,UPI,Bronze,mobile,False,False,4,2405.89,True,20195.0
CUST03497,2021-04-23,South,social,26-35,UPI,Silver,desktop,False,False,10,952.7,True,25929.23
CUST03498,2022-06-06,Central,organic,18-25,wallet,Bronze,tablet,True,True,2,1017.3,True,17994.35
CUST03499,2021-05-15,West,paid_ads,46-60,COD,Silver,mobile,False,False,9,2101.16,True,21106.5
CUST03500,2022-05-08,Central,organic,46-60,card, Silver,mobile,False,False,3,1565.51,True,24024.0
CUST03501,2021-03-08,Central,organic,46-60,UPI,Bronze,desktop,False,True,0,1228.67,False,14091.57
CUST03502,2022-12-03,North,email,26-35,netbanking,Silver,mobile,True,True,4,506.39,True,15982.3
CUST03503,2021-12-06,Central,organic,36-45,card,Silver,mobile,True,True,2,678.78,True,24083.36
CUST03504,2021-08-09,Northeast,social,18-25,UPI,Silver,desktop,True,True,5,1806.09,True,22164.22
CUST03505,2021-01-19,Central,referral,18-25,card,Platinum,desktop,True,False,2,1647.14,True,24765.24
CUST03506,2023-08-31,North,organic,26-35,COD,Bronze,mobile,True,True,1,733.97,False,12835.47
CUST03507,2023-07-06,Central,email,,wallet,Platinum,desktop,True,False,2,778.08,True,20913.35
CUST03508,2023-06-08,West,organic,36-45,netbanking,Gold,desktop,True,False,4,4879.57,True,26099.07
CUST03509,2021-03-05,South,referral,,wallet,bronze ,desktop,True,True,2,272.68,True,12503.19
CUST03510,2022-01-18,Central,social,46-60,UPI,Silver,mobile,True,False,7,905.12,True,23342.91
CUST03511,2023-11-30,West,social,60+,UPI,Bronze,mobile,True,False,3,1667.83,True,14652.37
CUST03512,2022-09-26,Central,paid_ads,18-25,wallet,Gold,tablet,True,True,7,2264.9,True,22493.97
CUST03513,2021-05-21,West,social,46-60,wallet,Bronze,mobile,True,True,5,1236.34,True,21529.25
CUST03514,2021-06-04,South,email,36-45,card,Bronze,desktop,True,False,3,2647.86,True,23262.92
CUST03515,2021-10-16,Northeast,paid_ads,,UPI,gold ,mobile,False,False,1,778.73,False,15797.19
CUST03516,2023-12-01,West,referral,26-35,wallet,GOLD,mobile,True,True,3,1126.4,True,22275.54
CUST03517,2021-07-05,East,paid_ads,36-45,card,Gold,mobile,False,False,5,804.18,True,23850.57
CUST03518,2023-09-16,East,paid_ads,18-25,wallet,Silver,mobile,False,True,2,1028.32,True,17197.46
CUST03519,2023-01-13,North,paid_ads,36-45,COD,Gold,desktop,False,False,2,379.95,True,20431.01
CUST03520,2023-10-07,West,organic,26-35,UPI,Silver,mobile,False,True,7,265.13,True,22903.16
CUST03521,2023-06-24,East,social,18-25,card,Gold,desktop,True,True,2,450.11,True,18886.85
CUST03522,2021-12-30,Northeast,organic,26-35,COD,Gold,desktop,True,True,8,600.72,True,28806.71
CUST03523,2023-06-26,Northeast,organic,26-35,UPI,Silver,mobile,True,False,8,679.7,True,23169.63
CUST03524,2021-07-05,Central,paid_ads,,COD,Silver,mobile,True,True,4,2592.65,False,23617.85
CUST03525,2021-11-15,South,organic,,card,Bronze,mobile,True,True,2,754.51,True,20961.12
CUST03526,2021-08-20,West,referral,,card,Silver,mobile,False,True,2,1244.44,True,20836.2
CUST03527,2021-05-26,North,referral,46-60,card,Platinum,desktop,False,False,5,856.55,True,28058.65
CUST03528,2021-04-09,Central,organic,26-35,UPI,Platinum,mobile,True,True,11,676.14,True,30361.76
CUST03529,2021-07-25,East,organic,36-45,COD,bronze ,mobile,True,True,1,556.62,False,14161.52
CUST03530,2021-05-12,Northeast,organic,26-35,wallet,Silver,mobile,False,True,2,1834.85,True,23383.98
CUST03531,2022-02-21,South,referral,18-25,card,Bronze,mobile,False,False,2,436.56,True,16342.38
CUST03532,2021-03-20,South,paid_ads,46-60,card,Gold,mobile,False,True,5,3469.23,True,21301.89
CUST03533,2021-03-09,Northeast,social,46-60,wallet,Silver,mobile,True,False,6,838.46,True,23559.02
CUST03534,2023-12-20,East,referral,26-35,card,Gold,desktop,True,True,10,938.5,True,21221.33
CUST03535,2021-04-07,Central,paid_ads,26-35,card,Bronze,desktop,False,True,3,865.06,True,21738.3
CUST03536,2021-03-23,Central,organic,36-45,wallet,Silver,mobile,False,False,2,350.01,True,21405.19
CUST03537,2021-02-02,East,paid_ads,26-35,card, Silver,desktop,False,True,3,2174.07,True,23342.31
CUST03538,2021-05-26,East,paid_ads,46-60,UPI,Silver,mobile,False,True,6,593.72,True,19310.39
CUST03539,2022-08-02,West,paid_ads,18-25,UPI,Gold,mobile,False,True,3,2752.35,True,27389.11
CUST03540,2023-06-25,Central,email,18-25,UPI,Gold,mobile,True,False,0,453.4,False,19477.45
CUST03541,2023-03-16,Northeast,organic,18-25,card,Bronze,desktop,False,True,1,693.97,False,17547.07
CUST03542,2022-09-28,South,paid_ads,26-35,UPI,Gold,tablet,True,True,2,1092.68,True,17082.01
CUST03543,2021-04-04,Central,social,,card,Platinum,desktop,False,True,5,1038.75,True,27234.05
CUST03544,2023-04-28,South,email,36-45,netbanking,Gold,mobile,False,True,6,431.99,True,21727.14
CUST03545,2021-02-10,West,paid_ads,18-25,UPI,Bronze,mobile,True,True,2,529.16,True,21182.96
CUST03546,2022-11-22,Central,referral,18-25,wallet,Bronze,mobile,True,False,5,207.15,True,24259.13
CUST03547,2022-03-25,Central,organic,26-35,UPI,Bronze,mobile,False,False,3,587.69,True,20847.52
CUST03548,2023-08-24,East,social,36-45,card, Platinum,mobile,False,True,4,257.74,True,22307.57
CUST03549,2021-12-03,South,referral,36-45,UPI,Silver,mobile,True,True,8,1637.78,True,20912.19
CUST03550,2022-12-01,South,paid_ads,18-25,wallet,Gold,mobile,True,False,5,1284.12,True,20179.73
CUST03551,2022-04-27,North,paid_ads,36-45,card,Gold,mobile,True,True,1,1656.04,False,21413.02
CUST03552,2022-07-26,South,paid_ads,36-45,card,Silver,tablet,True,True,1,1189.62,False,19032.7
CUST03553,2023-10-25,Central,social,60+,wallet,Bronze,mobile,True,False,4,1014.96,False,17042.91
CUST03554,2023-02-20,East,organic,26-35,UPI,Silver,mobile,True,True,0,464.51,False,14870.02
CUST03555,2022-03-30,South,paid_ads,26-35,COD,Bronze,tablet,True,False,2,501.55,False,19904.65
CUST03556,2022-05-05,Central,organic,18-25,card,Silver,mobile,False,False,1,849.74,False,18114.83
CUST03557,2023-02-11,South,social,46-60,COD,Bronze,mobile,True,False,5,1138.2,True,21824.33
CUST03558,2022-01-14,South,organic,18-25,UPI,silver ,mobile,False,False,13,1871.79,True,24432.63
CUST03559,2021-07-03,Northeast,email,26-35,card,Gold,desktop,True,False,7,960.67,True,25036.34
CUST03560,2022-05-28,North,paid_ads,26-35,card,Bronze,desktop,True,True,1,673.67,False,11441.7
CUST03561,2021-03-16,East,paid_ads,36-45,COD,Silver,desktop,True,True,0,434.5,False,17889.89
CUST03562,2021-07-05,West,paid_ads,36-45,card,Gold,mobile,False,False,3,649.68,True,24110.31
CUST03563,2022-04-06,South,referral,36-45,card,Silver,mobile,True,False,3,394.4,True,26350.59
CUST03564,2023-05-23,South,paid_ads,18-25,card,Bronze,mobile,True,True,4,530.1,True,21736.47
CUST03565,2023-05-06,South,paid_ads,36-45,UPI,Silver,mobile,True,True,2,873.23,True,20958.09
CUST03566,2021-10-13,South,organic,46-60,UPI,Bronze,mobile,True,True,8,904.57,True,26015.92
CUST03567,2022-04-08,Central,paid_ads,18-25,UPI,Bronze,desktop,False,False,5,344.44,True,18758.26
CUST03568,2021-06-18,East,social,18-25,COD,GOLD,desktop,False,False,3,742.25,True,22126.01
CUST03569,2023-04-07,East,organic,60+,card,Bronze,mobile,False,True,1,205.18,False,22256.25
CUST03570,2021-09-27,East,social,26-35,wallet,Bronze,mobile,False,True,2,1852.41,True,13827.26
CUST03571,2023-05-26,Northeast,social,26-35,COD,Bronze,tablet,False,False,4,3082.3,True,16457.4
CUST03572,2023-07-12,North,referral,26-35,card,Gold,mobile,False,True,1,872.22,False,16363.58
CUST03573,2023-01-25,Central,organic,26-35,wallet,Silver,desktop,False,False,7,630.47,True,23121.97
CUST03574,2021-12-28,South,referral,36-45,card,Silver,mobile,False,True,4,695.18,True,23090.83
CUST03575,2023-11-10,Northeast,social,36-45,UPI,Bronze,mobile,True,True,5,1124.12,True,16465.9
CUST03576,2023-01-22,South,paid_ads,26-35,card,Gold,desktop,False,False,2,1568.59,True,16528.42
CUST03577,2022-12-09,North,paid_ads,26-35,UPI,Gold,mobile,True,True,9,663.72,True,31175.17
CUST03578,2023-07-27,East,paid_ads,,card,gold ,mobile,True,False,2,219.63,True,15887.15
CUST03579,2023-08-24,South,paid_ads,,card,Gold,mobile,True,False,3,569.21,True,20953.79
CUST03580,2021-03-27,Central,organic,36-45,card,Platinum,desktop,True,True,4,1393.55,True,28014.26
CUST03581,2023-08-24,West,organic,36-45,netbanking,Silver,mobile,False,False,8,2523.15,True,20817.79
CUST03582,2023-04-18,West,referral,46-60,COD,Gold,mobile,True,True,2,227.77,True,17443.57
CUST03583,2021-08-15,South,paid_ads,18-25,wallet,Gold,desktop,True,True,4,853.47,True,20906.58
CUST03584,2021-12-03,West,organic,18-25,UPI,Silver,mobile,True,False,8,609.46,True,23035.97
CUST03585,2023-04-05,South,email,36-45,netbanking,Bronze,desktop,True,True,2,2126.63,True,16510.78
CUST03586,2021-08-26,Northeast,paid_ads,36-45,netbanking,Silver,mobile,True,False,2,612.45,True,18044.88
CUST03587,2022-05-11,Central,organic,18-25,COD,Gold,mobile,True,True,7,1153.44,True,32120.86
CUST03588,2023-01-25,West,organic,46-60,wallet,Silver,mobile,True,True,4,565.77,True,23297.97
CUST03589,2022-12-14,Central,paid_ads,36-45,UPI,Gold,mobile,True,True,4,544.14,True,22140.82
CUST03590,2023-09-24,West,referral,26-35,COD,Bronze,mobile,True,True,1,2753.8,False,15403.48
CUST03591,2021-05-03,West,organic,36-45,UPI,Bronze,desktop,True,True,8,580.08,True,19206.96
CUST03592,2021-11-20,South,social,36-45,wallet,Bronze,mobile,True,True,3,549.33,True,21436.72
CUST03593,2023-12-15,West,social,,card,Silver,mobile,True,False,3,1472.66,True,19249.33
CUST03594,2022-09-15,South,paid_ads,26-35,card,Bronze,desktop,True,False,3,732.68,True,19437.88
CUST03595,2021-09-30,North,social,26-35,netbanking,Bronze,mobile,True,True,4,666.99,True,19505.87
CUST03596,2021-11-14,Central,referral,26-35,UPI,Platinum,mobile,False,True,8,2271.06,False,29620.78
CUST03597,2022-01-07,North,social,36-45,wallet,Gold,mobile,False,True,5,625.52,True,24398.11
CUST03598,2022-08-30,West,paid_ads,,card,Silver,tablet,True,True,3,474.81,True,16018.79
CUST03599,2021-11-08,North,referral,18-25,UPI,Bronze,mobile,False,True,2,622.05,True,20462.8
CUST03600,2022-11-12,East,organic,36-45,card,Bronze,desktop,False,True,2,2900.99,True,15622.84
CUST03601,2022-05-03,Central,organic,18-25,COD,Silver,tablet,True,False,4,537.29,True,23977.54
CUST03602,2022-10-31,North,social,46-60,UPI,Bronze,mobile,True,True,4,536.34,True,22631.19
CUST03603,2021-06-19,West,paid_ads,36-45,UPI,Bronze,mobile,True,True,2,1752.55,False,16670.35
CUST03604,2022-11-14,West,paid_ads,36-45,card,Gold,mobile,True,False,4,1261.72,True,21749.23
CUST03605,2023-10-10,Central,organic,26-35,UPI,Bronze,desktop,True,False,9,388.48,True,19994.56
CUST03606,2021-05-28,North,social,18-25,UPI,Gold,desktop,True,False,6,1221.59,True,23501.4
CUST03607,2021-12-25,Central,paid_ads,36-45,COD,Platinum,mobile,False,False,6,1782.52,True,28395.9
CUST03608,2023-01-30,East,organic,18-25,COD,Silver,desktop,False,True,3,574.94,True,21248.74
CUST03609,2022-11-08,East,referral,36-45,UPI,Bronze,mobile,False,True,1,1254.94,False,17284.78
CUST03610,2023-01-09,South,organic,18-25,UPI,Silver,mobile,True,True,2,514.49,True,17295.46
CUST03611,2022-09-05,East,organic,36-45,netbanking,Platinum,mobile,True,False,5,1327.03,True,28526.93
CUST03612,2023-01-18,East,referral,18-25,UPI,Gold,desktop,True,False,8,1000.5,True,25708.34
CUST03613,2022-10-30,North,email,18-25,UPI,Bronze,desktop,True,True,5,363.42,True,24497.56
CUST03614,2021-03-23,East,social,,card,Gold,desktop,False,False,5,946.63,True,24053.34
CUST03615,2023-04-03,West,organic,36-45,UPI,Silver,mobile,False,False,0,774.63,False,15621.68
CUST03616,2022-05-05,East,paid_ads,26-35,card,Silver,mobile,True,True,7,759.05,False,24481.96
CUST03617,2021-02-26,North,social,26-35,card,Bronze,mobile,False,False,5,297.04,True,20238.94
CUST03618,2022-03-24,South,paid_ads,46-60,card,Silver,mobile,True,False,7,963.84,True,20959.01
CUST03619,2022-04-22,East,social,26-35,UPI,Gold,mobile,False,True,5,865.48,True,19863.01
CUST03620,2021-04-05,West,paid_ads,36-45,UPI,Silver,desktop,True,True,6,931.31,True,22923.82
CUST03621,2023-12-27,Central,email,26-35,COD,Platinum,mobile,True,False,2,2082.56,True,18175.09
CUST03622,2021-09-01,West,paid_ads,18-25,UPI,Bronze,mobile,True,True,7,609.08,True,18757.98
CUST03623,2021-12-29,West,email,18-25,card,Bronze,mobile,False,True,11,332.16,True,28928.1
CUST03624,2022-04-28,North,paid_ads,,UPI,Silver,mobile,False,True,1,2494.13,False,17120.58
CUST03625,2023-07-01,Northeast,social,18-25,card,bronze ,mobile,True,True,2,296.85,True,17925.21
CUST03626,2023-03-25,South,organic,18-25,card,Silver,tablet,True,False,6,228.64,True,23557.21
CUST03627,2023-04-25,South,referral,18-25,card,Silver,mobile,True,False,1,863.24,False,20348.7
CUST03628,2021-09-17,South,paid_ads,36-45,COD,Silver,desktop,False,False,2,1059.97,True,14972.74
CUST03629,2023-07-15,North,organic,26-35,UPI,Silver,mobile,True,True,7,1127.13,True,23738.93
CUST03630,2023-06-28,Central,paid_ads,46-60,card,Bronze,mobile,False,True,3,861.85,True,18600.54
CUST03631,2022-05-23,South,organic,26-35,UPI, Bronze,desktop,True,True,1,413.26,False,19234.02
CUST03632,2022-08-21,South,email,46-60,card,Silver,mobile,False,True,5,608.52,True,23616.48
CUST03633,2021-02-10,South,social,46-60,wallet,Gold,mobile,True,True,2,643.62,True,22010.61
CUST03634,2023-04-13,Northeast,social,26-35,netbanking,Gold,desktop,True,False,3,427.93,True,19186.01
CUST03635,2023-11-19,Central,paid_ads,60+,card,Bronze,mobile,False,True,3,1163.44,True,17422.19
CUST03636,2022-06-02,Northeast,organic,46-60,card,Bronze,mobile,True,True,3,884.44,True,17380.71
CUST03637,2022-08-15,Central,paid_ads,18-25,wallet,Silver,mobile,True,True,1,1796.28,False,15973.29
CUST03638,2022-07-01,Central,organic,36-45,wallet,Silver,desktop,True,True,6,1809.38,True,21747.49
CUST03639,2021-04-01,East,referral,36-45,COD,Silver,mobile,False,False,9,518.23,True,23073.16
CUST03640,2022-11-10,North,social,46-60,wallet,Silver,mobile,True,False,1,3461.29,False,18693.94
CUST03641,2023-03-01,South,organic,36-45,card,Silver,mobile,True,True,0,413.97,False,14469.78
CUST03642,2023-10-14,South,organic,,COD,Bronze,mobile,False,True,2,493.66,True,15392.86
CUST03643,2023-10-16,West,organic,26-35,card,Bronze,mobile,True,False,3,409.23,True,14692.69
CUST03644,2022-06-23,North,paid_ads,46-60,card,Gold,desktop,True,True,5,2206.39,True,26314.98
CUST03645,2023-11-17,North,organic,,netbanking,Gold,mobile,False,True,4,1651.56,True,21172.72
CUST03646,2022-08-02,West,paid_ads,36-45,UPI,Gold,mobile,False,True,6,512.23,True,18191.73
CUST03647,2022-12-05,North,organic,18-25,UPI,Bronze,tablet,True,False,1,1152.66,False,14982.33
CUST03648,2022-10-22,North,organic,36-45,card,Gold,mobile,False,True,1,455.68,False,18945.52
CUST03649,2023-12-30,North,social,,card,GOLD,desktop,False,True,4,2018.38,True,20525.22
CUST03650,2023-03-19,West,email,,UPI,Gold,mobile,True,False,2,987.09,True,16966.12
CUST03651,2021-05-12,North,organic,46-60,COD,Bronze,mobile,True,False,7,2722.09,True,21763.95
CUST03652,2021-03-20,North,organic,46-60,wallet,SILVER,mobile,False,True,6,1724.99,True,23299.15
CUST03653,2022-03-25,South,paid_ads,18-25,wallet,Platinum,desktop,False,True,8,1027.95,True,24118.97
CUST03654,2022-07-19,Central,social,26-35,UPI,silver ,tablet,False,True,7,1706.0,True,23269.27
CUST03655,2023-01-03,South,paid_ads,18-25,card,GOLD,desktop,False,True,5,458.7,True,23314.09
CUST03656,2022-06-12,North,referral,18-25,UPI,Bronze,mobile,True,False,9,766.69,True,19204.08
CUST03657,2022-07-18,Central,referral,46-60,card,Silver,desktop,True,True,9,673.01,True,25126.5
CUST03658,2023-10-07,Central,email,26-35,card,Silver,mobile,False,False,4,712.73,True,21879.28
CUST03659,2022-01-02,South,organic,36-45,card,Gold,desktop,True,False,4,489.26,True,28307.9
CUST03660,2022-06-25,South,organic,18-25,COD,Bronze,mobile,True,True,1,590.14,False,19440.67
CUST03661,2022-09-03,South,paid_ads,18-25,card,Silver,desktop,True,False,1,409.07,False,18770.71
CUST03662,2022-05-28,West,paid_ads,36-45,UPI,Gold,desktop,False,True,2,1319.51,True,27575.55
CUST03663,2023-11-27,South,organic,26-35,COD,Gold,mobile,False,False,2,447.57,True,14548.16
CUST03664,2023-11-20,Northeast,email,46-60,wallet,Gold,mobile,True,True,1,1154.62,False,15599.51
CUST03665,2022-07-16,Central,referral,18-25,card,Bronze,mobile,True,True,0,588.33,False,16463.24
CUST03666,2022-05-09,West,email,36-45,UPI,Silver,mobile,False,True,3,964.46,True,18463.74
CUST03667,2022-10-07,North,email,36-45,wallet, Bronze,mobile,False,True,4,921.51,True,19198.65
CUST03668,2021-07-18,Central,referral,36-45,UPI,Platinum,mobile,True,False,6,2679.35,True,29089.53
CUST03669,2022-04-12,Central,social,36-45,card,Silver,mobile,False,True,2,373.71,True,14393.29
CUST03670,2021-08-26,Central,social,26-35,wallet,Gold,desktop,True,True,4,171.76,True,22440.14
CUST03671,2021-06-07,North,paid_ads,36-45,UPI,Bronze,mobile,True,True,7,544.83,True,20779.3
CUST03672,2021-04-15,West,referral,26-35,UPI,Gold,mobile,False,False,4,478.64,True,24310.59
CUST03673,2022-10-05,Central,email,36-45,card,Silver,mobile,True,True,8,200.15,True,28562.89
CUST03674,2021-01-01,Northeast,social,18-25,COD,Silver,mobile,True,True,5,655.55,True,19612.52
CUST03675,2022-12-09,West,social,18-25,netbanking,GOLD,mobile,True,True,6,759.13,True,26185.13
CUST03676,2022-04-18,East,organic,26-35,UPI,Bronze,mobile,True,False,5,1004.63,True,19464.75
CUST03677,2022-02-06,East,social,26-35,UPI,Bronze,mobile,True,True,7,1303.28,True,20904.39
CUST03678,2023-04-23,West,paid_ads,18-25,card,Bronze,mobile,True,True,0,482.72,False,16829.04
CUST03679,2022-08-13,Northeast,referral,18-25,UPI,Silver,mobile,True,False,3,2891.38,True,22025.18
CUST03680,2023-03-15,West,referral,18-25,card,Silver,mobile,True,True,3,275.09,True,19910.86
CUST03681,2023-02-16,South,referral,18-25,UPI,Platinum,mobile,False,True,3,407.76,True,28454.27
CUST03682,2021-02-05,North,organic,18-25,netbanking,Gold,mobile,False,False,3,325.93,True,28186.98
CUST03683,2021-08-24,West,social,,card,Silver,mobile,True,True,4,684.33,True,18820.98
CUST03684,2022-09-17,Central,organic,,card,Silver,desktop,True,False,1,544.83,False,21042.34
CUST03685,2023-12-05,North,organic,26-35,card,Silver,mobile,False,True,5,345.79,True,15265.08
CUST03686,2021-06-18,East,organic,18-25,UPI,Silver,mobile,True,False,11,556.83,False,29848.65
CUST03687,2021-04-26,Northeast,referral,26-35,COD,Gold,mobile,True,False,10,632.19,True,29887.62
CUST03688,2023-10-28,East,organic,46-60,card,Silver,desktop,False,True,4,361.02,True,14008.69
CUST03689,2023-11-25,South,paid_ads,46-60,wallet,Bronze,desktop,True,False,0,1602.81,False,11539.16
CUST03690,2021-07-03,South,email,26-35,UPI,Gold,mobile,True,False,12,462.82,True,25473.87
CUST03691,2022-03-16,East,paid_ads,18-25,UPI,Gold,desktop,True,False,5,1019.46,True,30436.63
CUST03692,2022-11-18,North,email,26-35,card,Gold,desktop,True,False,4,468.62,True,25116.51
CUST03693,2021-08-02,West,paid_ads,26-35,COD,Silver,mobile,False,True,3,716.82,True,20535.38
CUST03694,2021-12-24,West,organic,18-25,COD,Silver,mobile,False,False,1,1129.79,False,15311.0
