customer_id,signup_date,region,acquisition_channel,age_group,preferred_payment_type,customer_segment,device_type,email_opt_in,churned_flag,total_orders,first_purchase_value,is_returning_flag,true_clv,is_returning_flag_cleaned,total_orders_flag_leakage_risk
CUST03914,2022-08-26,West,email,26-35,card,Bronze,desktop,True,True,9,1645.79,True,27219.31,True,True
CUST03915,2023-05-15,Northeast,paid_ads,26-35,card,Silver,tablet,True,False,6,2402.54,True,22617.0,True,True
CUST03916,2021-03-27,Central,email,26-35,COD,Bronze,mobile,True,True,5,159.63,True,21129.89,True,True
CUST03917,2021-03-15,Central,paid_ads,26-35,card,Bronze,mobile,True,True,11,480.34,True,21043.47,True,True
CUST03918,2023-07-20,East,organic,26-35,COD,Platinum,desktop,False,True,2,390.47,True,16086.19,True,True
CUST03919,2021-03-08,Central,social,36-45,card,Gold,mobile,True,True,7,640.16,True,24674.15,True,True
CUST03920,2022-11-04,Northeast,organic,18-25,card,Silver,mobile,True,False,3,580.87,True,16496.3,True,True
CUST03921,2023-10-25,Central,organic,46-60,UPI,Platinum,mobile,False,False,9,889.02,True,24490.03,True,True
CUST03922,2022-11-05,North,email,46-60,wallet,Bronze,mobile,True,False,1,1429.4,False,13123.67,False,True
CUST03923,2022-06-11,West,referral,36-45,UPI,Bronze,mobile,True,False,4,936.92,True,17252.93,True,True
CUST03924,2022-04-02,North,organic,46-60,COD,Gold,mobile,False,False,2,2824.59,True,22171.43,True,True
CUST03925,2022-11-30,North,paid_ads,26-35,UPI,Bronze,mobile,False,True,4,733.21,True,20423.87,True,True
CUST03926,2022-09-19,West,referral,60+,UPI,Gold,desktop,False,True,7,437.28,True,24886.17,True,True
CUST03927,2022-07-04,Central,referral,26-35,UPI,Silver,desktop,True,True,5,305.08,True,24886.62,True,True
CUST03928,2021-06-18,North,paid_ads,26-35,UPI,Bronze,mobile,False,True,3,633.78,True,20774.47,True,True
CUST03929,2022-12-27,North,paid_ads,46-60,wallet,Silver,mobile,False,True,4,900.95,True,21134.23,True,True
CUST03930,2023-03-22,Central,referral,46-60,netbanking,Silver,mobile,True,True,1,391.85,False,18665.05,False,True
CUST03931,2023-02-16,North,referral,26-35,netbanking,Bronze,mobile,False,False,9,1782.17,True,25158.36,True,True
CUST03932,2021-03-24,North,email,46-60,card,Gold,mobile,True,True,4,1481.48,True,22171.77,True,True
CUST03933,2023-02-09,Central,paid_ads,36-45,UPI,Bronze,mobile,True,False,4,523.4,True,20232.58,True,True
CUST03934,2023-03-11,Central,social,26-35,UPI,Bronze,mobile,True,True,1,1133.65,False,16290.09,False,True
CUST03935,2021-07-20,East,email,46-60,wallet,Silver,mobile,False,False,1,1386.98,False,18302.02,False,True
CUST03936,2023-07-19,East,paid_ads,26-35,UPI,Silver,desktop,True,False,2,331.67,True,19703.8,True,True
CUST03937,2022-07-28,South,organic,46-60,netbanking,Silver,desktop,False,True,4,464.29,True,18472.88,True,True
CUST03938,2022-06-02,South,referral,46-60,UPI,Silver,mobile,False,False,7,738.64,True,26136.37,True,True
CUST03939,2023-03-03,Central,email,18-25,card,Silver,mobile,False,True,5,1201.03,True,22309.98,True,True
CUST03940,2022-07-13,Central,organic,46-60,COD,Bronze,desktop,True,True,3,331.92,True,22533.16,True,True
CUST03941,2022-08-20,South,organic,18-25,UPI,Gold,mobile,False,True,3,576.37,True,20696.18,True,True
CUST03942,2021-12-08,South,referral,46-60,COD,Silver,mobile,False,False,6,541.56,True,17834.63,True,True
CUST03943,2023-10-14,South,social,Unknown,card,Bronze,mobile,True,True,4,335.62,True,17308.0,True,True
CUST03944,2023-11-28,North,organic,36-45,card,Bronze,mobile,True,True,0,244.93,False,16322.43,False,True
CUST03945,2021-05-23,South,paid_ads,46-60,netbanking,Gold,mobile,True,True,8,337.71,True,26708.68,True,True
CUST03946,2023-03-14,North,organic,36-45,UPI,Bronze,mobile,False,True,3,923.6,True,21423.64,True,True
CUST03947,2021-01-26,Central,email,26-35,card,Gold,mobile,False,True,3,656.5,True,23027.93,True,True
CUST03948,2022-02-09,South,social,36-45,wallet,Bronze,mobile,True,True,0,645.48,False,16390.94,False,True
CUST03949,2023-11-29,West,paid_ads,36-45,netbanking,Gold,desktop,False,True,7,609.19,True,21994.31,True,True
CUST03950,2021-07-11,West,social,26-35,netbanking,Gold,desktop,True,True,2,678.6,True,23484.33,True,True
CUST03951,2022-02-17,Central,referral,26-35,netbanking,Bronze,mobile,True,False,8,978.34,True,24657.52,True,True
CUST03952,2021-08-29,Northeast,email,26-35,card,Bronze,mobile,False,False,7,825.25,True,26061.07,True,True
CUST03953,2023-03-09,South,organic,46-60,COD,Bronze,mobile,False,True,2,226.25,True,12952.84,True,True
CUST03954,2022-05-23,North,organic,36-45,card,Platinum,desktop,True,False,7,2137.15,True,31532.59,True,True
CUST03955,2022-10-12,Central,paid_ads,46-60,UPI,Silver,mobile,True,False,3,3023.92,True,22149.93,True,True
CUST03956,2023-10-30,North,organic,26-35,card,Platinum,mobile,False,True,0,1007.46,False,17983.21,False,True
CUST03957,2022-07-25,South,social,46-60,UPI,Silver,desktop,True,False,4,2030.74,True,15423.06,True,True
CUST03958,2023-03-15,North,referral,46-60,card,Gold,mobile,False,True,10,381.65,True,24669.19,True,True
CUST03959,2021-04-18,Central,paid_ads,26-35,COD,Platinum,tablet,True,False,7,1582.19,True,28111.64,True,True
CUST03960,2021-08-24,North,social,26-35,netbanking,Bronze,mobile,True,True,2,739.98,True,15668.87,True,True
CUST03961,2023-11-03,East,referral,60+,card,Bronze,mobile,True,True,5,335.08,True,18558.69,True,True
CUST03962,2023-07-31,East,paid_ads,60+,card,Bronze,mobile,True,False,2,1295.92,True,16729.49,True,True
CUST03963,2022-12-21,West,organic,Unknown,card,Silver,desktop,False,True,6,1372.39,True,24271.96,True,True
CUST03964,2022-02-19,South,email,46-60,UPI,Silver,desktop,False,True,3,860.41,True,18341.32,True,True
CUST03965,2021-08-07,Central,referral,46-60,COD,Platinum,mobile,False,False,4,536.89,True,25994.25,True,True
CUST03966,2023-07-22,Central,social,26-35,wallet,Gold,mobile,True,True,7,1583.69,True,22256.37,True,True
CUST03967,2023-05-10,East,social,26-35,UPI,Bronze,desktop,True,False,1,576.16,False,15675.72,False,True
CUST03968,2021-09-22,South,paid_ads,36-45,netbanking,Platinum,desktop,True,True,4,378.44,True,24950.62,True,True
CUST03969,2022-10-08,Central,organic,18-25,UPI,Gold,mobile,False,True,8,393.35,True,27945.61,True,True
CUST03970,2022-11-09,Central,referral,46-60,COD,Bronze,mobile,False,True,5,1257.21,True,22123.06,True,True
CUST03971,2022-06-07,East,organic,Unknown,UPI,Gold,mobile,False,False,11,1257.42,True,23902.29,True,True
CUST03972,2023-10-12,South,email,26-35,wallet,Bronze,mobile,False,False,6,2262.4,True,20166.48,True,True
CUST03973,2021-05-16,North,organic,26-35,UPI,Silver,mobile,False,True,11,4098.39,True,21300.59,True,True
CUST03974,2021-10-10,North,paid_ads,36-45,card,Gold,desktop,False,True,3,1603.27,True,18706.81,True,True
CUST03975,2021-04-15,North,referral,26-35,UPI,Bronze,mobile,True,False,2,605.49,True,19419.4,True,True
CUST03976,2023-01-29,North,paid_ads,26-35,card,Gold,mobile,False,True,2,701.35,True,24599.95,True,True
CUST03977,2022-12-07,North,referral,26-35,UPI,Silver,mobile,True,True,6,757.37,True,21540.95,True,True
CUST03978,2023-12-18,Central,social,18-25,wallet,Silver,mobile,True,False,4,1637.1,True,16320.77,True,True
CUST03979,2022-08-17,Central,social,46-60,UPI,Silver,desktop,True,True,5,1488.0,True,22374.13,True,True
CUST03980,2021-06-14,Central,email,26-35,card,Bronze,desktop,True,True,5,1327.06,True,19441.05,True,True
CUST03981,2022-05-09,West,paid_ads,26-35,COD,Bronze,mobile,True,True,4,1304.29,True,18685.53,True,True
CUST03982,2021-04-07,West,referral,18-25,card,Bronze,tablet,True,True,4,1551.77,False,16914.72,True,True
CUST03983,2023-01-05,North,social,26-35,card,Bronze,mobile,True,False,2,1156.96,True,21062.79,True,True
CUST03984,2023-01-09,West,paid_ads,26-35,UPI,Silver,mobile,True,False,6,332.11,True,23183.36,True,True
CUST03985,2023-07-29,South,organic,36-45,card,Silver,mobile,True,False,2,263.0,True,19384.81,True,True
CUST03986,2022-01-08,East,organic,36-45,UPI,Bronze,desktop,True,True,2,1274.26,True,17827.74,True,True
CUST03987,2021-12-06,Northeast,social,18-25,wallet,Gold,mobile,True,False,6,1311.81,True,16289.62,True,True
CUST03988,2021-03-20,Central,social,18-25,COD,Gold,mobile,True,True,3,1542.11,True,23274.01,True,True
CUST03989,2022-03-31,South,paid_ads,26-35,UPI,Bronze,mobile,True,True,1,350.28,False,14979.4,False,True
CUST03990,2022-06-05,Central,organic,46-60,card,Bronze,mobile,False,True,5,215.53,True,25839.58,True,True
CUST03991,2023-04-07,North,organic,Unknown,netbanking,Silver,mobile,True,False,9,610.36,True,22661.88,True,True
CUST03992,2023-04-06,North,paid_ads,36-45,COD,Silver,mobile,True,True,4,738.22,True,16518.44,True,True
CUST03993,2021-06-03,North,organic,60+,card,Bronze,mobile,False,True,2,763.75,True,17839.38,True,True
CUST03994,2021-11-09,North,social,18-25,UPI,Silver,desktop,True,False,2,521.26,True,17939.85,True,True
CUST03995,2022-07-15,West,email,26-35,netbanking,Platinum,desktop,False,True,7,1165.23,True,30135.47,True,True
CUST03996,2022-01-02,South,social,36-45,netbanking,Silver,desktop,True,True,4,702.42,True,23234.35,True,True
CUST03997,2021-01-28,North,social,Unknown,UPI,Bronze,mobile,True,True,1,1075.01,False,18546.34,False,True
CUST03998,2023-07-16,Northeast,email,26-35,UPI,Silver,mobile,False,True,4,1170.58,True,21181.29,True,True
CUST03999,2023-03-12,East,social,36-45,UPI,Silver,mobile,True,True,7,747.69,True,23032.47,True,True
CUST04000,2022-07-24,East,referral,36-45,wallet,Gold,tablet,True,True,5,521.59,True,23618.68,True,True
CUST04001,2021-12-14,East,social,26-35,netbanking,Platinum,mobile,True,False,6,1112.53,True,32012.22,True,True
CUST04002,2023-07-12,East,referral,36-45,UPI,Bronze,mobile,False,True,4,1292.88,True,17904.19,True,True
CUST04003,2021-02-08,East,paid_ads,26-35,card,Gold,mobile,False,True,1,398.1,False,23026.82,False,True
CUST04004,2022-05-04,West,organic,46-60,wallet,Gold,mobile,True,False,6,355.26,True,21926.56,True,True
CUST04005,2023-05-28,Central,referral,26-35,netbanking,Bronze,mobile,True,False,1,1269.2,False,19189.68,False,True
CUST04006,2023-11-10,South,email,26-35,COD,Gold,mobile,False,False,6,1219.11,True,19325.37,True,True
CUST04007,2021-10-03,East,social,36-45,card,Bronze,mobile,True,True,5,1112.19,True,22809.91,True,True
CUST04008,2022-12-14,North,paid_ads,18-25,COD,Bronze,mobile,True,True,1,645.33,False,14144.94,False,True
CUST04009,2021-07-27,Central,referral,26-35,card,Gold,mobile,True,True,2,691.82,True,20331.3,True,True
CUST04010,2021-05-07,South,social,18-25,netbanking,Silver,mobile,True,True,4,1059.7,True,24670.87,True,True
CUST04011,2022-01-22,South,social,36-45,wallet,Platinum,mobile,True,True,3,541.74,True,23369.42,True,True
CUST04012,2023-08-28,Northeast,paid_ads,26-35,card,Silver,tablet,False,False,5,458.56,True,19791.03,True,True
CUST04013,2023-01-25,West,paid_ads,46-60,card,Silver,desktop,False,False,2,617.58,True,17994.0,True,True
CUST04014,2022-06-20,North,paid_ads,46-60,card,Gold,desktop,True,True,6,903.57,True,13686.06,True,True
CUST04015,2021-11-06,South,email,26-35,card,Gold,mobile,False,True,7,1106.68,True,21364.1,True,True
CUST04016,2021-06-05,South,organic,36-45,card,Bronze,tablet,True,True,3,251.0,True,17776.2,True,True
CUST04017,2021-10-24,Northeast,social,26-35,COD,Bronze,mobile,True,True,2,410.25,True,17979.98,True,True
CUST04018,2021-06-17,East,organic,26-35,card,Gold,mobile,True,False,4,993.58,True,25682.82,True,True
CUST04019,2021-07-24,South,email,18-25,netbanking,Bronze,mobile,True,False,4,1335.69,True,25671.53,True,True
CUST04020,2023-01-23,West,paid_ads,18-25,card,Silver,mobile,True,False,3,763.69,True,16800.63,True,True
CUST04021,2021-05-26,East,social,46-60,UPI,Bronze,mobile,False,True,8,997.15,True,28248.46,True,True
CUST04022,2021-02-21,North,social,60+,wallet,Silver,mobile,False,False,6,591.69,True,21817.08,True,True
CUST04023,2022-08-17,Central,social,26-35,UPI,Bronze,mobile,False,True,4,341.04,True,20607.18,True,True
CUST04024,2021-11-10,North,social,18-25,UPI,Gold,mobile,True,True,0,1508.43,False,21780.07,False,True
CUST04025,2022-05-13,Central,organic,18-25,wallet,Gold,mobile,True,False,6,233.91,True,28372.14,True,True
CUST04026,2021-06-03,Central,paid_ads,18-25,card,Silver,mobile,False,True,5,449.12,True,17129.08,True,True
CUST04027,2021-08-18,North,organic,46-60,UPI,Bronze,desktop,True,True,4,1289.14,True,24098.74,True,True
CUST04028,2022-04-28,Central,social,26-35,COD,Bronze,mobile,True,True,6,557.76,True,19390.68,True,True
CUST04029,2023-01-26,Central,social,46-60,UPI,Bronze,desktop,False,True,2,424.12,True,15204.38,True,True
CUST04030,2022-03-30,West,paid_ads,26-35,card,Bronze,desktop,False,True,5,1529.42,True,19131.49,True,True
CUST04031,2022-08-17,West,social,36-45,card,Silver,mobile,True,False,2,787.61,True,18672.57,True,True
CUST04032,2022-07-26,North,paid_ads,36-45,wallet,Silver,mobile,True,True,6,1186.47,True,19378.63,True,True
CUST04033,2021-10-22,North,paid_ads,18-25,netbanking,Platinum,mobile,False,False,5,794.66,True,29281.96,True,True
CUST04034,2021-11-03,Central,paid_ads,36-45,card,Gold,desktop,True,True,5,1058.21,True,26252.86,True,True
CUST04035,2022-04-12,North,social,46-60,UPI,Silver,tablet,False,False,7,651.13,True,27000.86,True,True
CUST04036,2021-02-05,South,organic,18-25,card,Gold,desktop,False,True,5,3116.85,True,23234.15,True,True
CUST04037,2023-01-21,East,email,18-25,netbanking,Silver,desktop,True,False,1,344.2,False,16074.19,False,True
CUST04038,2022-11-04,North,social,26-35,COD,Silver,desktop,False,True,3,685.36,True,21908.1,True,True
CUST04039,2021-12-02,Central,referral,60+,UPI,Bronze,desktop,False,True,4,492.36,True,15216.39,True,True
CUST04040,2022-02-14,Central,organic,60+,card,Gold,mobile,True,False,3,800.12,True,20761.94,True,True
CUST04041,2021-12-26,Central,social,18-25,UPI,Bronze,mobile,False,False,3,637.0,True,15462.88,True,True
CUST04042,2022-12-15,North,social,36-45,UPI,Bronze,mobile,False,True,0,657.56,False,15982.22,False,True
CUST04043,2023-04-12,East,paid_ads,46-60,UPI,Silver,desktop,True,True,3,593.06,True,18485.7,True,True
CUST04044,2021-04-29,Central,paid_ads,46-60,UPI,Gold,mobile,True,True,3,1056.92,True,25530.81,True,True
CUST04045,2022-03-29,South,paid_ads,18-25,card,Gold,desktop,True,True,1,643.2,False,20607.92,False,True
CUST04046,2021-01-16,West,paid_ads,60+,card,Silver,mobile,False,False,2,641.15,True,23573.53,True,True
CUST04047,2022-05-11,West,paid_ads,46-60,wallet,Platinum,mobile,False,True,7,1216.44,True,23647.9,True,True
CUST04048,2021-09-29,South,social,36-45,UPI,Silver,desktop,False,False,3,757.72,True,23346.89,True,True
CUST04049,2022-01-03,South,paid_ads,18-25,card,Silver,mobile,True,True,3,1860.05,True,19592.19,True,True
CUST04050,2022-05-15,West,social,26-35,netbanking,Platinum,mobile,False,True,3,286.38,True,31717.93,True,True
CUST04051,2021-12-21,North,paid_ads,26-35,COD,Silver,mobile,False,False,5,1542.52,True,27345.5,True,True
CUST04052,2022-03-08,Central,referral,46-60,COD,Silver,mobile,True,True,0,322.27,False,19604.69,False,True
CUST04053,2023-04-18,West,email,36-45,UPI,Bronze,mobile,True,True,2,498.36,True,15688.03,True,True
CUST04054,2023-06-07,North,paid_ads,46-60,UPI,Gold,mobile,True,False,9,508.15,True,24834.03,True,True
CUST04055,2021-01-07,West,organic,26-35,UPI,Bronze,tablet,False,True,1,2094.22,False,16331.51,False,True
CUST04056,2022-02-18,East,referral,46-60,card,Silver,desktop,True,False,1,737.02,False,20960.3,False,True
CUST04057,2023-07-17,South,paid_ads,46-60,wallet,Gold,desktop,True,True,6,1137.1,True,22567.99,True,True
CUST04058,2022-08-04,Northeast,social,18-25,UPI,Silver,mobile,False,False,4,461.58,True,19728.42,True,True
CUST04059,2021-08-13,West,social,26-35,UPI,Gold,mobile,True,False,8,898.5,True,28239.04,True,True
CUST04060,2022-10-12,West,social,46-60,wallet,Gold,mobile,True,False,2,1487.46,True,21905.77,True,True
CUST04061,2021-06-08,Central,email,Unknown,UPI,Gold,mobile,False,True,8,1427.35,True,27431.29,True,True
CUST04062,2021-01-24,West,organic,26-35,wallet,Bronze,mobile,True,True,0,541.95,False,17815.86,False,True
CUST04063,2022-11-24,East,organic,36-45,card,Bronze,desktop,False,False,6,687.75,True,18961.65,True,True
CUST04064,2022-07-19,South,paid_ads,26-35,COD,Gold,desktop,True,False,3,2945.97,True,22265.67,True,True
CUST04065,2023-04-09,North,referral,36-45,netbanking,Bronze,desktop,True,True,4,1173.38,True,22143.91,True,True
CUST04066,2022-01-13,East,organic,Unknown,UPI,Gold,tablet,True,False,7,349.03,True,27542.28,True,True
CUST04067,2023-07-25,East,organic,26-35,UPI,Silver,desktop,True,True,7,366.9,True,24427.86,True,True
CUST04068,2022-04-07,Central,email,Unknown,card,Platinum,mobile,False,False,6,757.0,True,29048.9,True,True
CUST04069,2023-03-20,East,paid_ads,36-45,COD,Bronze,mobile,True,True,1,413.81,False,12917.81,False,True
CUST04070,2021-04-20,West,organic,36-45,UPI,Gold,mobile,True,True,5,1318.12,True,23779.88,True,True
CUST04071,2021-04-17,Central,paid_ads,26-35,COD,Silver,mobile,False,True,2,282.72,True,16688.53,True,True
CUST04072,2023-05-08,Northeast,organic,26-35,UPI,Bronze,desktop,True,True,0,515.98,False,16730.19,False,True
CUST04073,2023-07-03,South,organic,26-35,COD,Silver,mobile,True,False,8,336.35,True,20273.11,True,True
CUST04074,2023-10-29,Central,paid_ads,46-60,UPI,Silver,mobile,True,True,3,1941.22,True,14034.87,True,True
CUST04075,2021-12-22,Central,paid_ads,36-45,UPI,Bronze,mobile,False,True,2,1792.72,True,18309.05,True,True
CUST04076,2021-01-25,North,social,26-35,card,Bronze,mobile,False,False,10,1055.04,True,21690.33,True,True
CUST04077,2023-12-09,South,paid_ads,26-35,netbanking,Gold,mobile,True,False,2,674.78,True,16421.08,True,True
CUST04078,2022-10-21,South,social,26-35,UPI,Silver,mobile,True,True,5,522.89,True,24005.36,True,True
CUST04079,2021-09-28,West,social,18-25,UPI,Gold,mobile,True,True,6,365.89,True,24234.66,True,True
CUST04080,2023-04-17,West,social,18-25,card,Silver,mobile,False,True,4,765.96,True,19735.24,True,True
CUST04081,2023-09-17,East,email,46-60,wallet,Silver,mobile,False,True,2,1040.76,True,16889.76,True,True
CUST04082,2021-11-08,Central,paid_ads,46-60,UPI,Bronze,desktop,False,False,2,1222.53,True,19344.7,True,True
CUST04083,2023-04-23,South,organic,26-35,UPI,Bronze,desktop,True,False,1,844.92,False,20309.15,False,True
CUST04084,2023-05-13,East,organic,46-60,UPI,Platinum,mobile,True,True,5,1427.89,True,22880.27,True,True
CUST04085,2022-07-04,Central,organic,36-45,UPI,Bronze,tablet,True,False,5,1864.15,True,23120.42,True,True
CUST04086,2022-11-24,Northeast,social,36-45,COD,Silver,mobile,True,True,6,728.69,True,22105.95,True,True
CUST04087,2021-10-23,Central,referral,46-60,UPI,Platinum,desktop,True,False,8,406.65,True,31238.96,True,True
CUST04088,2023-10-15,South,organic,26-35,COD,Silver,mobile,True,True,0,746.32,False,14747.61,False,True
CUST04089,2023-12-13,North,organic,36-45,card,Bronze,desktop,True,True,6,246.45,True,15588.25,True,True
CUST04090,2023-12-11,South,email,26-35,UPI,Silver,mobile,False,True,10,984.31,True,26998.08,True,True
CUST04091,2023-03-19,East,referral,46-60,wallet,Silver,mobile,True,False,2,902.39,True,14201.4,True,True
CUST04092,2021-02-16,South,organic,26-35,netbanking,Silver,mobile,False,False,6,661.38,True,24989.82,True,True
CUST04093,2022-02-06,Central,email,36-45,UPI,Gold,mobile,True,True,3,1223.13,True,23219.48,True,True
CUST04094,2022-05-03,West,social,18-25,wallet,Silver,mobile,True,False,5,468.46,True,24684.48,True,True
CUST04095,2023-11-18,East,paid_ads,26-35,COD,Gold,mobile,True,False,5,2877.63,True,16826.17,True,True
CUST04096,2022-08-22,South,paid_ads,26-35,COD,Silver,desktop,False,True,3,3397.95,True,17792.23,True,True
CUST04097,2022-08-11,East,referral,36-45,netbanking,Silver,tablet,True,True,5,661.1,True,23967.31,True,True
CUST04098,2021-06-10,East,paid_ads,26-35,UPI,Silver,mobile,False,False,4,526.14,True,17809.59,True,True
CUST04099,2023-05-20,West,email,26-35,COD,Gold,mobile,True,True,6,1676.2,True,18161.74,True,True
CUST04100,2022-01-04,North,social,18-25,netbanking,Gold,mobile,False,True,6,772.98,True,26179.35,True,True
CUST04101,2021-04-11,Central,referral,26-35,UPI,Silver,desktop,True,False,7,822.05,True,27785.97,True,True
CUST04102,2023-12-18,North,social,26-35,wallet,Silver,mobile,False,True,1,953.14,False,14896.47,False,True
CUST04103,2021-07-28,South,email,26-35,UPI,Gold,mobile,True,True,10,1309.43,True,25325.29,True,True
CUST04104,2021-01-18,Northeast,organic,26-35,card,Silver,mobile,True,True,3,1391.86,True,17013.4,True,True
CUST04105,2021-03-27,South,organic,60+,card,Silver,mobile,True,False,3,771.79,True,18906.89,True,True
CUST04106,2022-05-11,North,social,26-35,card,Platinum,tablet,True,True,7,503.51,True,28856.06,True,True
CUST04107,2021-04-23,West,organic,18-25,UPI,Bronze,tablet,False,False,2,1029.44,True,14804.78,True,True
CUST04108,2023-07-12,East,social,46-60,COD,Silver,desktop,False,True,6,509.6,True,20507.29,True,True
CUST04109,2022-07-16,North,paid_ads,18-25,card,Bronze,mobile,True,False,3,375.73,True,13255.99,True,True
CUST04110,2021-12-21,North,paid_ads,46-60,card,Bronze,mobile,True,True,5,2064.49,True,15100.32,True,True
CUST04111,2021-01-04,North,organic,26-35,card,Silver,mobile,True,True,4,660.68,True,18640.06,True,True
CUST04112,2022-06-10,East,social,18-25,wallet,Bronze,desktop,True,True,2,340.99,True,18698.4,True,True
CUST04113,2021-06-15,South,organic,60+,UPI,Bronze,mobile,True,True,7,341.34,True,17753.58,True,True
CUST04114,2023-12-07,Central,organic,26-35,wallet,Bronze,mobile,True,False,5,634.91,True,23865.86,True,True
CUST04115,2021-11-15,Central,paid_ads,46-60,card,Silver,mobile,False,True,5,1259.61,True,23450.2,True,True
CUST04116,2022-06-04,North,organic,26-35,wallet,Platinum,desktop,True,True,5,644.2,True,28427.71,True,True
CUST04117,2021-01-21,South,referral,26-35,wallet,Silver,mobile,True,True,10,1678.83,False,24033.68,True,True
CUST04118,2021-05-24,North,email,26-35,COD,Silver,mobile,True,False,6,1786.65,True,23270.11,True,True
CUST04119,2021-08-16,South,social,26-35,wallet,Silver,mobile,False,False,10,349.73,True,24562.56,True,True
CUST04120,2021-02-26,South,referral,46-60,netbanking,Bronze,mobile,True,True,2,746.78,True,19561.44,True,True
CUST04121,2023-03-06,Central,paid_ads,18-25,card,Gold,tablet,True,True,2,926.19,True,19973.35,True,True
CUST04122,2023-11-02,South,email,26-35,UPI,Bronze,mobile,True,True,4,1843.97,True,18057.73,True,True
CUST04123,2023-12-15,East,social,26-35,UPI,Gold,mobile,False,True,4,650.67,True,23104.47,True,True
CUST04124,2021-10-19,West,social,26-35,netbanking,Silver,mobile,True,True,4,1056.32,True,21152.23,True,True
CUST04125,2023-05-14,Central,organic,18-25,UPI,Silver,desktop,True,False,2,973.03,True,17467.08,True,True
CUST04126,2022-07-06,South,organic,26-35,wallet,Silver,desktop,False,True,4,2607.88,True,16946.66,True,True
CUST04127,2021-02-20,South,organic,26-35,netbanking,Bronze,tablet,True,True,11,630.85,True,21762.92,True,True
CUST04128,2021-04-10,Northeast,organic,36-45,card,Silver,mobile,True,False,1,878.18,False,17357.44,False,True
CUST04129,2022-08-23,South,organic,46-60,UPI,Bronze,mobile,True,False,8,1039.78,True,21061.03,True,True
CUST04130,2022-04-09,West,email,Unknown,UPI,Bronze,mobile,False,True,1,438.24,False,22383.88,False,True
CUST04131,2021-01-10,West,organic,26-35,card,Silver,desktop,True,False,0,751.37,False,18666.6,False,True
CUST04132,2023-10-16,East,organic,26-35,UPI,Gold,tablet,False,True,1,701.63,False,15220.96,False,True
CUST04133,2023-03-11,South,email,36-45,UPI,Silver,mobile,False,True,8,883.81,True,19075.09,True,True
CUST04134,2022-07-05,North,email,Unknown,card,Platinum,desktop,False,False,11,1006.41,True,25413.39,True,True
CUST04135,2023-12-17,East,organic,18-25,card,Bronze,desktop,False,True,4,974.81,True,18589.97,True,True
CUST04136,2023-11-30,East,paid_ads,36-45,card,Bronze,desktop,False,True,2,864.28,True,15610.95,True,True
CUST04137,2023-12-03,Central,social,18-25,UPI,Gold,mobile,False,False,5,1083.42,True,19872.63,True,True
CUST04138,2021-10-11,West,email,18-25,UPI,Bronze,mobile,True,True,10,626.39,True,23903.71,True,True
CUST04139,2023-08-23,Central,referral,46-60,card,Bronze,mobile,True,False,2,581.45,True,15790.27,True,True
CUST04140,2022-07-07,Northeast,paid_ads,46-60,netbanking,Gold,mobile,True,True,10,609.21,True,25910.28,True,True
CUST04141,2023-03-07,Central,referral,36-45,card,Bronze,tablet,True,False,3,1334.67,True,20627.76,True,True
CUST04142,2023-07-31,North,social,18-25,card,Silver,mobile,True,True,3,300.04,True,19528.96,True,True
CUST04143,2021-06-28,East,organic,26-35,UPI,Bronze,mobile,True,False,3,686.63,True,21128.07,True,True
CUST04144,2022-05-06,West,paid_ads,26-35,card,Gold,mobile,False,False,4,1201.42,True,22916.46,True,True
CUST04145,2021-05-22,West,social,36-45,netbanking,Silver,mobile,True,False,2,2008.16,True,20908.53,True,True
CUST04146,2021-11-03,South,social,46-60,wallet,Silver,mobile,True,True,2,744.73,True,20015.19,True,True
CUST04147,2022-03-29,West,organic,26-35,UPI,Silver,mobile,True,True,3,1375.65,True,22905.42,True,True
CUST04148,2023-07-26,South,social,26-35,netbanking,Bronze,desktop,True,True,2,892.34,True,20215.78,True,True
CUST04149,2023-08-03,South,referral,26-35,wallet,Bronze,mobile,False,True,1,295.16,False,13793.87,False,True
CUST04150,2022-03-03,Central,organic,36-45,wallet,Platinum,mobile,False,False,8,987.94,True,32056.02,True,True
CUST04151,2021-12-27,East,paid_ads,Unknown,UPI,Bronze,mobile,True,True,3,2262.53,True,19964.62,True,True
CUST04152,2022-08-05,East,paid_ads,36-45,card,Bronze,desktop,True,True,4,4197.94,True,19088.11,True,True
CUST04153,2023-09-26,West,email,36-45,UPI,Silver,tablet,True,True,8,547.77,True,23294.39,True,True
CUST04154,2023-12-06,West,organic,Unknown,UPI,Bronze,mobile,True,True,2,454.78,True,18705.68,True,True
CUST04155,2021-09-06,South,social,46-60,netbanking,Bronze,mobile,True,True,2,2412.66,True,18586.73,True,True
CUST04156,2021-07-24,West,referral,46-60,card,Bronze,desktop,True,True,6,2515.48,True,23923.23,True,True
CUST04157,2023-02-13,South,email,36-45,card,Bronze,desktop,True,True,4,1558.29,True,22679.53,True,True
CUST04158,2021-11-27,West,email,18-25,UPI,Gold,mobile,True,False,10,355.65,True,30791.48,True,True
CUST04159,2021-08-07,North,email,18-25,UPI,Bronze,mobile,False,True,3,438.7,False,22334.35,True,True
CUST04160,2021-02-04,Northeast,social,18-25,UPI,Bronze,mobile,True,False,5,492.71,True,23571.2,True,True
CUST04161,2022-03-18,Central,paid_ads,26-35,UPI,Gold,mobile,True,False,0,803.06,True,19697.43,False,True
